通報ID,三支業者通報時間,特店名稱,特店統一編號,特店地址,特店電話,特店註冊日期,特店網址,三支業者通報案由,三支業者示警,執法機構處理狀態,三支業者聯絡人,三支通報業者,特店成立至通報天數,跨業者通報數,是否跨業者重複通報,是否節慶高風險期間,節慶／消費檔期名稱,距節慶中心日天數,關聯群組,共用地址群組,共用電話群組,共用網址群組,建議綜合風險分數,資料性質
R00292,2025-07-05 12:40:00,富邦達行銷有限公司,25012963,台北市大安區復興南路一段293號4樓,05-9521-8179,2025-03-08,https://www.shop1087-tw.com,疑似洗錢,低,已通報執法機構,陳冠宇,第三方支付A,119,3,是,否,,,,,,,46,模擬資料
R00293,2025-07-06 20:22:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,短期交易量異常成長,中,要求補充資料,張家維,第三方支付B,483,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,62,模擬資料
R00295,2025-07-07 12:47:00,萬禾行銷有限公司,25002980,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-06-18,https://www.fastmall-pay-1.com,疑似假交易真套現,中,調查中,王怡婷,第三方支付A,384,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,64,模擬資料
R00294,2025-07-07 19:06:00,優選國際有限公司,25004470,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-10-27,https://www.fastmall-pay-3.com,疑似假交易真套現,高,已移送偵辦,李佳穎,第三方支付B,253,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,73,模擬資料
R00296,2025-07-08 08:56:00,樂購數位有限公司,25001639,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-25,https://www.bestdeal-tw-4.com,疑似假交易真套現,中,尚未移送,林志豪,第三方支付A,439,3,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,68,模擬資料
R00297,2025-07-08 11:45:00,易享行銷有限公司,25016837,台北市大安區復興南路一段191號11樓,06-2814-4964,2025-06-25,https://www.shop1113-tw.com,疑似人頭特店,中,調查中,蔡承翰,第三方支付C,13,3,是,否,,,,,,,70,模擬資料
R00299,2025-07-09 19:21:00,富邦達電子商務有限公司,25001192,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-17,https://www.easybonus-market-1.com,特店網站內容與申請業態不符,中,尚未移送,王怡婷,第三方支付A,265,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,70,模擬資料
R00298,2025-07-09 21:45:00,豐盛數位有限公司,25000000,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-09-03,https://www.fastmall-pay-1.com,疑似洗錢,高,已移送偵辦,張家維,第三方支付B,309,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,73,模擬資料
R00300,2025-07-11 09:55:00,迅達電子商務有限公司,25009834,台北市大安區復興南路一段212號2樓,06-8205-7563,2024-03-10,https://www.shop1066-tw.com,疑似洗錢,中,已通報執法機構,林志豪,第三方支付A,488,3,是,否,,,,,,,49,模擬資料
R00301,2025-07-11 15:09:00,萬禾行銷有限公司,25002980,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-06-18,https://www.fastmall-pay-1.com,疑似假投資平台收款,中,調查中,李佳穎,第三方支付B,388,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,63,模擬資料
R00303,2025-07-12 14:05:00,聯盛電子商務有限公司,25000596,桃園市桃園區中正路520號10樓,03-335-8811,2024-08-07,https://www.superdeal-tw-1.com,疑似洗錢,高,調查中,蔡承翰,第三方支付C,339,3,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,73,模擬資料
R00302,2025-07-12 21:39:00,萬禾科技有限公司,25012814,台北市信義區松仁路279號10樓,06-8490-1963,2025-05-20,https://www.shop1086-tw.com,疑似人頭特店,低,要求補充資料,張家維,第三方支付B,53,3,是,否,,,,,,,63,模擬資料
R00304,2025-07-14 12:15:00,新富商行,25000149,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-11-17,https://www.bestdeal-tw-2.com,疑似人頭特店,中,調查中,周柏廷,第三方支付C,239,2,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,52,模擬資料
R00305,2025-07-14 15:42:00,捷利科技有限公司,25013559,高雄市三民區建國二路140號9樓,03-7800-5963,2025-06-26,https://www.shop1091-tw.com,疑似假交易真套現,中,要求補充資料,王怡婷,第三方支付A,18,2,是,否,,,,,,,64,模擬資料
R00306,2025-07-15 20:47:00,豐盛數位有限公司,25000000,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-09-03,https://www.fastmall-pay-1.com,疑似串接博弈網站,高,調查中,陳冠宇,第三方支付A,315,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,73,模擬資料
R00307,2025-07-17 15:20:00,聚鑫商行,25007152,台中市北屯區崇德路二段176號14樓,07-5399-3785,2024-11-29,https://www.shop1048-tw.com,疑似串接博弈網站,低,尚未移送,李佳穎,第三方支付B,230,3,是,否,,,,,,,25,模擬資料
R00308,2025-07-18 15:48:00,萬禾國際有限公司,25011175,高雄市三民區建國二路267號13樓,07-7915-8082,2025-03-06,https://www.shop1075-tw.com,特店網站內容與申請業態不符,中,要求補充資料,黃郁涵,第三方支付B,134,3,是,否,,,,,,,57,模擬資料
R00309,2025-07-19 11:11:00,金曜商行,25012516,台南市中西區民生路二段29號8樓,05-8255-6727,2025-05-16,https://www.shop1084-tw.com,疑似洗錢,高,已移送偵辦,周柏廷,第三方支付C,64,3,是,否,,,,,,,76,模擬資料
R00310,2025-07-20 20:25:00,萬禾行銷有限公司,25005960,台南市中西區民生路二段162號2樓,03-7443-6042,2024-10-03,https://www.shop1040-tw.com,異常大量交易,高,已通報執法機構,黃郁涵,第三方支付B,290,3,是,否,,,,,,,56,模擬資料
R00311,2025-07-21 10:45:00,萬禾國際有限公司,25011175,高雄市三民區建國二路267號13樓,07-7915-8082,2025-03-06,https://www.shop1075-tw.com,短期交易量異常成長,中,要求補充資料,蔡承翰,第三方支付C,137,3,是,否,,,,,,,59,模擬資料
R00312,2025-07-22 21:39:00,樂購國際有限公司,25015347,高雄市三民區建國二路142號6樓,06-7497-4882,2025-03-12,https://www.shop1103-tw.com,疑似串接博弈網站,高,要求補充資料,陳冠宇,第三方支付A,132,3,是,否,,,,,,,72,模擬資料
R00313,2025-07-23 12:28:00,百匯電子商務有限公司,25001043,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-03-04,https://www.goldtrade-shop-4.com,疑似洗錢,中,尚未移送,黃郁涵,第三方支付B,506,3,是,否,,,G03,ADDR-G03,TEL-G03,WEB-G03,62,模擬資料
R00314,2025-07-24 19:58:00,聚鑫電子商務有限公司,25015943,台中市北屯區崇德路二段294號14樓,04-4737-9577,2025-06-14,https://www.shop1107-tw.com,疑似串接博弈網站,中,已通報執法機構,周柏廷,第三方支付C,40,3,是,否,,,,,,,60,模擬資料
R00316,2025-07-25 14:11:00,豐盛國際有限公司,25009685,台中市北屯區崇德路二段203號12樓,05-4802-6997,2024-05-15,https://www.shop1065-tw.com,大量退款與取消交易,低,結案未確認違法,王怡婷,第三方支付A,436,2,是,否,,,,,,,28,模擬資料
R00317,2025-07-25 19:34:00,大洋數位有限公司,25017433,台南市中西區民生路二段40號14樓,04-6236-3489,2025-05-17,https://www.shop1117-tw.com,多筆交易來源高度集中,中,調查中,陳冠宇,第三方支付A,69,3,是,否,,,,,,,62,模擬資料
R00315,2025-07-25 20:48:00,大洋科技有限公司,25002235,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-07,https://www.fastmall-pay-4.com,疑似人頭特店,中,調查中,李佳穎,第三方支付B,505,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,60,模擬資料
R00318,2025-07-26 19:41:00,飛躍商行,25011920,台中市北屯區崇德路二段261號15樓,05-9805-6623,2025-02-10,https://www.shop1080-tw.com,疑似假交易真套現,中,尚未移送,王怡婷,第三方支付A,166,3,是,否,,,,,,,53,模擬資料
R00319,2025-07-28 12:38:00,樂購國際有限公司,25015347,高雄市三民區建國二路142號6樓,06-7497-4882,2025-03-12,https://www.shop1103-tw.com,疑似洗錢,中,要求補充資料,蔡承翰,第三方支付C,138,3,是,否,,,,,,,55,模擬資料
R00321,2025-07-29 18:21:00,誠品達電子商務有限公司,25009387,台中市北屯區崇德路二段298號2樓,02-5346-1028,2024-04-14,https://www.shop1063-tw.com,多筆交易來源高度集中,中,尚未移送,蔡承翰,第三方支付C,471,3,是,否,,,,,,,56,模擬資料
R00320,2025-07-29 20:15:00,迅達商行,25010728,新竹市東區光復路二段218號13樓,02-5012-5787,2024-03-22,https://www.shop1072-tw.com,短期交易量異常成長,低,尚未移送,林志豪,第三方支付A,494,3,是,否,,,,,,,38,模擬資料
R00322,2025-07-31 21:59:00,昇泰科技有限公司,25005513,台中市北屯區崇德路二段95號10樓,02-3433-7687,2024-08-30,https://www.shop1037-tw.com,疑似串接博弈網站,高,已通報執法機構,李佳穎,第三方支付B,335,3,是,否,,,,,,,52,模擬資料
R00323,2025-08-03 14:29:00,優選國際有限公司,25004470,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-10-27,https://www.fastmall-pay-3.com,疑似人頭特店,高,已移送偵辦,王怡婷,第三方支付A,280,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,74,模擬資料
R00324,2025-08-03 17:28:00,捷利數位有限公司,25008940,台北市大安區復興南路一段273號5樓,07-9651-9067,2024-07-14,https://www.shop1060-tw.com,特店網站內容與申請業態不符,低,要求補充資料,李佳穎,第三方支付B,385,3,是,否,,,,,,,51,模擬資料
R00325,2025-08-04 16:38:00,創盈科技有限公司,25015049,新北市新莊區中正路207號5樓,03-8448-8627,2025-01-10,https://www.shop1101-tw.com,多筆交易來源高度集中,中,結案未確認違法,張家維,第三方支付B,206,3,是,否,,,,,,,46,模擬資料
R00326,2025-08-05 10:58:00,百匯行銷有限公司,25016092,台南市中西區民生路二段62號9樓,06-4825-7451,2025-04-06,https://www.shop1108-tw.com,疑似串接博弈網站,高,要求補充資料,王怡婷,第三方支付A,121,3,是,否,,,,,,,61,模擬資料
R00328,2025-08-06 12:12:00,領航電子商務有限公司,25012665,新竹市東區光復路二段242號7樓,03-8425-8379,2025-06-04,https://www.shop1085-tw.com,疑似洗錢,高,已移送偵辦,王怡婷,第三方支付A,63,3,是,否,,,,,,,74,模擬資料
R00327,2025-08-06 22:22:00,金典國際有限公司,25010877,台中市北屯區崇德路二段269號10樓,06-5072-5146,2024-02-25,https://www.shop1073-tw.com,異常大量交易,低,尚未移送,張家維,第三方支付B,528,3,是,否,,,,,,,46,模擬資料
R00329,2025-08-07 08:23:00,嘉禾科技有限公司,25008642,台南市中西區民生路二段143號7樓,03-7285-7619,2024-05-12,https://www.shop1058-tw.com,大量退款與取消交易,中,已通報執法機構,吳佩珊,第三方支付C,452,2,是,否,,,,,,,49,模擬資料
R00330,2025-08-07 14:21:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,疑似人頭特店,中,尚未移送,林志豪,第三方支付A,33,3,是,否,,,,,,,49,模擬資料
R00332,2025-08-10 20:53:00,昇泰科技有限公司,25010132,新竹市東區光復路二段246號11樓,05-9767-5823,2024-07-29,https://www.shop1068-tw.com,疑似串接博弈網站,低,尚未移送,王怡婷,第三方支付A,377,3,是,否,,,,,,,50,模擬資料
R00331,2025-08-10 22:54:00,豐盛數位有限公司,25004917,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-11-07,https://www.easybonus-market-2.com,疑似洗錢,中,尚未移送,黃郁涵,第三方支付B,276,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,56,模擬資料
R00333,2025-08-12 11:28:00,領航電子商務有限公司,25012665,新竹市東區光復路二段242號7樓,03-8425-8379,2025-05-06,https://www.shop1085-tw.com,疑似串接博弈網站,中,已通報執法機構,蔡承翰,第三方支付C,98,3,是,否,,,,,,,53,模擬資料
R00334,2025-08-12 19:57:00,宏富行銷有限公司,25006854,高雄市三民區建國二路112號7樓,03-5344-7015,2024-09-30,https://www.shop1046-tw.com,大量退款與取消交易,低,尚未移送,蔡承翰,第三方支付C,316,3,是,否,,,,,,,45,模擬資料
R00335,2025-08-13 15:03:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,異常大量交易,高,已移送偵辦,李佳穎,第三方支付B,39,3,是,否,,,,,,,75,模擬資料
R00337,2025-08-14 18:07:00,誠品達行銷有限公司,25013857,台北市大安區復興南路一段30號8樓,02-8069-3054,2025-05-03,https://www.shop1093-tw.com,疑似假投資平台收款,中,已通報執法機構,王怡婷,第三方支付A,103,2,是,否,,,,,,,55,模擬資料
R00336,2025-08-14 18:52:00,樂購國際有限公司,25004321,桃園市桃園區中正路520號10樓,03-335-8811,2024-05-30,https://www.superdeal-tw-2.com,疑似假交易真套現,中,調查中,王怡婷,第三方支付A,441,3,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,55,模擬資料
R00339,2025-08-15 12:14:00,聚鑫電子商務有限公司,25015943,台中市北屯區崇德路二段294號14樓,04-4737-9577,2025-06-14,https://www.shop1107-tw.com,多筆交易來源高度集中,高,要求補充資料,張家維,第三方支付B,62,3,是,否,,,,,,,75,模擬資料
R00338,2025-08-15 15:04:00,鑫盛國際有限公司,25008195,台北市信義區松仁路241號4樓,06-3045-9658,2024-02-17,https://www.shop1055-tw.com,疑似洗錢,低,尚未移送,蔡承翰,第三方支付C,545,3,是,否,,,,,,,43,模擬資料
R00340,2025-08-17 18:24:00,鑫盛數位有限公司,25002086,桃園市桃園區中正路520號10樓,03-335-8811,2024-05-31,https://www.superdeal-tw-3.com,疑似洗錢,高,要求補充資料,吳佩珊,第三方支付C,443,3,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,50,模擬資料
R00341,2025-08-18 09:38:00,嘉禾科技有限公司,25006556,台南市中西區民生路二段132號15樓,06-5800-7245,2024-05-10,https://www.shop1044-tw.com,疑似人頭特店,中,尚未移送,陳冠宇,第三方支付A,465,3,是,否,,,,,,,57,模擬資料
R00342,2025-08-20 12:41:00,聚鑫行銷有限公司,25016241,高雄市三民區建國二路169號15樓,06-3279-8567,2025-05-11,https://www.shop1109-tw.com,短期交易量異常成長,低,已通報執法機構,蔡承翰,第三方支付C,101,1,否,否,,,,,,,45,模擬資料
R00343,2025-08-21 13:30:00,領航電子商務有限公司,25016688,高雄市三民區建國二路133號11樓,05-2974-4959,2025-04-21,https://www.shop1112-tw.com,特店網站內容與申請業態不符,中,已通報執法機構,周柏廷,第三方支付C,122,3,是,否,,,,,,,71,模擬資料
R00344,2025-08-22 10:40:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-07-18,https://www.shop1083-tw.com,疑似假投資平台收款,高,確認涉詐,周柏廷,第三方支付C,35,3,是,否,,,,,,,79,模擬資料
R00345,2025-08-22 18:08:00,領航科技有限公司,25014900,台南市中西區民生路二段282號2樓,07-7106-7293,2025-01-16,https://www.shop1100-tw.com,異常大量交易,低,尚未移送,吳佩珊,第三方支付C,218,3,是,否,,,,,,,41,模擬資料
R00346,2025-08-23 09:04:00,萬禾行銷有限公司,25005364,台南市中西區民生路二段87號13樓,02-8910-7869,2024-07-10,https://www.shop1036-tw.com,疑似洗錢,低,尚未移送,王怡婷,第三方支付A,409,3,是,否,,,,,,,51,模擬資料
R00347,2025-08-24 22:55:00,聚鑫數位有限公司,25001937,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-01,https://www.easybonus-market-2.com,特店網站內容與申請業態不符,高,要求補充資料,吳佩珊,第三方支付C,357,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,64,模擬資料
R00349,2025-08-25 09:09:00,優選國際有限公司,25004470,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-10-27,https://www.fastmall-pay-3.com,疑似人頭特店,中,已通報執法機構,李佳穎,第三方支付B,302,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,71,模擬資料
R00348,2025-08-25 11:29:00,昇泰科技有限公司,25010132,新竹市東區光復路二段246號11樓,05-9767-5823,2024-07-29,https://www.shop1068-tw.com,特店網站內容與申請業態不符,中,已通報執法機構,張家維,第三方支付B,392,3,是,否,,,,,,,54,模擬資料
R00350,2025-08-25 16:09:00,鼎盛數位有限公司,25005215,台北市大安區復興南路一段176號13樓,02-2880-9184,2024-05-29,https://www.shop1035-tw.com,大量退款與取消交易,低,已通報執法機構,黃郁涵,第三方支付B,453,3,是,否,,,,,,,45,模擬資料
R00351,2025-08-28 10:48:00,迅達商行,25010728,新竹市東區光復路二段218號13樓,02-5012-5787,2024-03-22,https://www.shop1072-tw.com,特店網站內容與申請業態不符,高,已通報執法機構,張家維,第三方支付B,524,3,是,否,,,,,,,52,模擬資料
R00352,2025-08-29 14:58:00,金曜商行,25012516,台南市中西區民生路二段29號8樓,05-8255-6727,2025-05-16,https://www.shop1084-tw.com,短期交易量異常成長,中,尚未移送,陳冠宇,第三方支付A,105,3,是,否,,,,,,,65,模擬資料
R00353,2025-08-31 10:18:00,萬禾行銷有限公司,25005960,台南市中西區民生路二段162號2樓,03-7443-6042,2024-10-03,https://www.shop1040-tw.com,疑似洗錢,低,尚未移送,黃郁涵,第三方支付B,332,3,是,否,,,,,,,47,模擬資料
R00355,2025-09-01 19:29:00,金典國際有限公司,25010877,台中市北屯區崇德路二段269號10樓,06-5072-5146,2024-02-25,https://www.shop1073-tw.com,疑似串接博弈網站,低,已通報執法機構,張家維,第三方支付B,554,3,是,否,,,,,,,47,模擬資料
R00354,2025-09-01 21:04:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-07-23,https://www.shop1083-tw.com,特店網站內容與申請業態不符,高,確認涉詐,林志豪,第三方支付A,40,3,是,否,,,,,,,76,模擬資料
R00356,2025-09-02 17:15:00,金典數位有限公司,25016390,新竹市東區光復路二段86號15樓,06-2895-6949,2025-02-13,https://www.shop1110-tw.com,疑似人頭特店,中,尚未移送,黃郁涵,第三方支付B,201,3,是,否,,,,,,,49,模擬資料
R00357,2025-09-04 22:26:00,領航電子商務有限公司,25012665,新竹市東區光復路二段242號7樓,03-8425-8379,2025-06-28,https://www.shop1085-tw.com,異常大量交易,高,確認涉詐,陳冠宇,第三方支付A,68,3,是,否,,,,,,,77,模擬資料
R00358,2025-09-05 08:42:00,聚鑫數位有限公司,25001937,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-01,https://www.easybonus-market-2.com,疑似串接博弈網站,中,已通報執法機構,林志豪,第三方支付A,369,3,是,否,,,G04,ADDR-G04,TEL-G04,WEB-G04,71,模擬資料
R00359,2025-09-05 17:14:00,聚鑫電子商務有限公司,25000894,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-22,https://www.bestdeal-tw-3.com,疑似假交易真套現,中,已通報執法機構,吳佩珊,第三方支付C,501,3,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,54,模擬資料
R00360,2025-09-08 15:10:00,昇泰商行,25014304,台南市中西區民生路二段203號2樓,02-6735-2950,2025-04-11,https://www.shop1096-tw.com,疑似串接博弈網站,中,尚未移送,張家維,第三方支付B,150,2,是,否,,,,,,,47,模擬資料
R00361,2025-09-09 09:47:00,聯盛國際有限公司,25015794,台南市中西區民生路二段83號13樓,05-9511-5748,2025-01-27,https://www.shop1106-tw.com,疑似假交易真套現,中,尚未移送,蔡承翰,第三方支付C,225,2,是,否,,,,,,,51,模擬資料
R00362,2025-09-12 09:10:00,樂購科技有限公司,25003576,桃園市桃園區中正路520號10樓,03-335-8811,2024-04-29,https://www.superdeal-tw-1.com,疑似假投資平台收款,中,尚未移送,吳佩珊,第三方支付C,501,3,是,否,,,G05,ADDR-G05,TEL-G05,WEB-G05,71,模擬資料
R00363,2025-09-12 22:06:00,萬禾行銷有限公司,25005364,台南市中西區民生路二段87號13樓,02-8910-7869,2024-07-10,https://www.shop1036-tw.com,疑似洗錢,中,已通報執法機構,張家維,第三方支付B,429,3,是,否,,,,,,,48,模擬資料
R00364,2025-09-14 16:34:00,易享國際有限公司,25013410,桃園市桃園區中正路125號5樓,03-2061-5113,2025-01-08,https://www.shop1090-tw.com,異常大量交易,高,尚未移送,林志豪,第三方支付A,249,3,是,否,,,,,,,56,模擬資料
R00365,2025-09-15 08:59:00,領航電子商務有限公司,25008344,台北市大安區復興南路一段254號14樓,05-9224-3857,2024-03-11,https://www.shop1056-tw.com,多筆交易來源高度集中,低,尚未移送,陳冠宇,第三方支付A,553,3,是,否,,,,,,,44,模擬資料
R00366,2025-09-17 15:17:00,聯盛數位有限公司,25003129,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-10-25,https://www.bestdeal-tw-2.com,疑似假投資平台收款,中,調查中,吳佩珊,第三方支付C,327,3,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,66,模擬資料
R00367,2025-09-18 16:06:00,聯盛國際有限公司,25008046,高雄市三民區建國二路283號10樓,06-4910-2479,2024-11-28,https://www.shop1054-tw.com,疑似假交易真套現,中,尚未移送,張家維,第三方支付B,294,3,是,否,,,,,,,59,模擬資料
R00369,2025-09-19 12:59:00,樂購商行,25013112,新竹市東區光復路二段266號4樓,02-7225-9099,2025-07-02,https://www.shop1088-tw.com,疑似假交易真套現,高,要求補充資料,周柏廷,第三方支付C,79,3,是,否,,,,,,,74,模擬資料
R00370,2025-09-19 15:41:00,鑫盛科技有限公司,25011771,桃園市桃園區中正路226號8樓,02-3851-4817,2025-05-22,https://www.shop1079-tw.com,異常大量交易,中,已通報執法機構,林志豪,第三方支付A,120,3,是,否,,,,,,,65,模擬資料
R00368,2025-09-19 22:42:00,聚鑫電子商務有限公司,25015943,台中市北屯區崇德路二段294號14樓,04-4737-9577,2025-06-14,https://www.shop1107-tw.com,多筆交易來源高度集中,中,尚未移送,李佳穎,第三方支付B,97,3,是,否,,,,,,,57,模擬資料
R00371,2025-09-20 10:23:00,創盈商行,25016539,桃園市桃園區中正路22號2樓,05-6239-5638,2025-04-09,https://www.shop1111-tw.com,疑似人頭特店,高,要求補充資料,陳冠宇,第三方支付A,164,3,是,否,,,,,,,56,模擬資料
R00372,2025-09-21 13:08:00,萬禾行銷有限公司,25005364,台南市中西區民生路二段87號13樓,02-8910-7869,2024-07-10,https://www.shop1036-tw.com,疑似串接博弈網站,低,尚未移送,林志豪,第三方支付A,438,3,是,否,,,,,,,42,模擬資料
R00373,2025-09-22 10:48:00,創盈數位有限公司,25001490,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-04-21,https://www.fastmall-pay-3.com,疑似假交易真套現,中,已通報執法機構,林志豪,第三方支付A,519,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,61,模擬資料
R00374,2025-09-22 21:00:00,宏富數位有限公司,25009983,台南市中西區民生路二段210號11樓,07-2498-7045,2024-10-31,https://www.shop1067-tw.com,特店網站內容與申請業態不符,中,結案未確認違法,王怡婷,第三方支付A,326,3,是,否,,,,,,,47,模擬資料
R00375,2025-09-24 20:17:00,昇泰國際有限公司,25001341,桃園市桃園區中正路520號10樓,03-335-8811,2024-10-02,https://www.superdeal-tw-2.com,疑似洗錢,高,調查中,李佳穎,第三方支付B,357,3,是,是,中秋節,-12,G05,ADDR-G05,TEL-G05,WEB-G05,75,模擬資料
R00376,2025-09-25 12:30:00,飛躍國際有限公司,25013708,台南市中西區民生路二段62號12樓,07-7874-3478,2025-09-11,https://www.shop1092-tw.com,疑似串接博弈網站,高,調查中,陳冠宇,第三方支付A,14,3,是,是,中秋節,-11,,,,,60,模擬資料
R00378,2025-09-26 12:29:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似假投資平台收款,高,調查中,李佳穎,第三方支付B,565,3,是,是,中秋節,-10,G04,ADDR-G04,TEL-G04,WEB-G04,82,模擬資料
R00377,2025-09-26 22:49:00,百匯數位有限公司,25002533,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-19,https://www.goldtrade-shop-2.com,疑似假投資平台收款,中,要求補充資料,林志豪,第三方支付A,585,3,是,是,中秋節,-10,G03,ADDR-G03,TEL-G03,WEB-G03,71,模擬資料
R00379,2025-09-27 13:00:00,萬禾商行,25004023,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-08-02,https://www.goldtrade-shop-4.com,疑似假交易真套現,高,尚未移送,黃郁涵,第三方支付B,421,3,是,是,中秋節,-9,G03,ADDR-G03,TEL-G03,WEB-G03,59,模擬資料
R00381,2025-09-27 14:06:00,鼎盛科技有限公司,25001788,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-11-06,https://www.goldtrade-shop-1.com,疑似假交易真套現,高,已移送偵辦,張家維,第三方支付B,325,3,是,是,中秋節,-9,G03,ADDR-G03,TEL-G03,WEB-G03,74,模擬資料
R00380,2025-09-27 22:10:00,金典國際有限公司,25003278,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-07-05,https://www.goldtrade-shop-3.com,疑似假交易真套現,低,尚未移送,黃郁涵,第三方支付B,449,3,是,是,中秋節,-9,G03,ADDR-G03,TEL-G03,WEB-G03,62,模擬資料
R00383,2025-09-29 09:14:00,昇泰電子商務有限公司,25003874,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-06-30,https://www.bestdeal-tw-3.com,疑似串接博弈網站,高,調查中,王怡婷,第三方支付A,456,3,是,是,中秋節,-7,G02,ADDR-G02,TEL-G02,WEB-G02,65,模擬資料
R00382,2025-09-29 17:18:00,創盈國際有限公司,25014453,桃園市桃園區中正路218號3樓,07-4177-8362,2025-07-22,https://www.shop1097-tw.com,疑似假投資平台收款,高,確認涉詐,王怡婷,第三方支付A,69,3,是,是,中秋節,-7,,,,,85,模擬資料
R00384,2025-09-30 16:53:00,樂購數位有限公司,25001639,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-25,https://www.bestdeal-tw-4.com,疑似人頭特店,中,確認涉詐,吳佩珊,第三方支付C,523,3,是,是,中秋節,-6,G02,ADDR-G02,TEL-G02,WEB-G02,79,模擬資料
R00386,2025-10-01 09:34:00,聯盛行銷有限公司,25017284,台中市北屯區崇德路二段207號2樓,02-7150-8007,2025-08-06,https://www.shop1116-tw.com,疑似假投資平台收款,高,已移送偵辦,蔡承翰,第三方支付C,56,3,是,是,中秋節,-5,,,,,75,模擬資料
R00385,2025-10-01 10:18:00,金典國際有限公司,25003278,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-07-05,https://www.goldtrade-shop-3.com,疑似人頭特店,中,調查中,王怡婷,第三方支付A,453,3,是,是,中秋節,-5,G03,ADDR-G03,TEL-G03,WEB-G03,70,模擬資料
R00387,2025-10-01 11:37:00,領航科技有限公司,25014900,台南市中西區民生路二段282號2樓,07-7106-7293,2025-01-16,https://www.shop1100-tw.com,疑似假交易真套現,中,已通報執法機構,周柏廷,第三方支付C,258,3,是,是,中秋節,-5,,,,,58,模擬資料
R00388,2025-10-02 14:27:00,鼎盛數位有限公司,25005215,台北市大安區復興南路一段176號13樓,02-2880-9184,2024-05-29,https://www.shop1035-tw.com,大量退款與取消交易,中,尚未移送,吳佩珊,第三方支付C,491,3,是,是,中秋節,-4,,,,,62,模擬資料
R00390,2025-10-03 12:26:00,迅達國際有限公司,25014155,台中市北屯區崇德路二段279號6樓,04-3036-1333,2025-07-03,https://www.shop1095-tw.com,疑似假交易真套現,中,調查中,周柏廷,第三方支付C,92,3,是,是,中秋節,-3,,,,,53,模擬資料
